CustomerID,CustomerType,Stage,Tenure,Plan,PaymentMethod,MonthlyCharges,TotalCharges,Churn Status
STA00438,Startup,0,1,Annual,UPI,1799,1799,No
PR000475,Entrepreneur,0,6,Month-to-Month,Debit Card,1999,11994,No
PR000476,Entrepreneur,1,15,Half Yearly,Debit Card,1899,28485,No
PR000477,Entrepreneur,1,9,Half Yearly,Debit Card,1899,17091,Yes
INF00518,Influencer,1,4,Half Yearly,UPI,1899,7596,Yes
STA00439,Startup,0,8,Month-to-Month,Debit Card,1999,15992,No
PR000478,Entrepreneur,1,6,Half Yearly,Debit Card,1899,11394,No
STA00440,Startup,0,1,Annual,Credit Card,1799,1799,No
STA00441,Startup,0,15,Annual,Debit Card,1799,26985,No
INF00519,Influencer,1,5,Half Yearly,Credit Card,1899,9495,Yes
PR000479,Entrepreneur,0,8,Half Yearly,UPI,1899,15192,No
STA00442,Startup,0,5,Annual,Debit Card,1799,8995,No
INF00520,Influencer,0,11,Half Yearly,Credit Card,1899,20889,No
STA00443,Startup,0,4,Month-to-Month,Credit Card,1999,7996,No
STA00444,Startup,1,2,Month-to-Month,Credit Card,1999,3998,No
PR000480,Entrepreneur,0,1,Annual,Debit Card,1799,1799,Yes
STA00445,Startup,0,3,Half Yearly,Credit Card,1899,5697,No
STA00446,Startup,0,3,Half Yearly,Debit Card,1899,5697,No
INF00521,Influencer,0,5,Month-to-Month,Debit Card,1999,9995,Yes
INF00522,Influencer,1,2,Month-to-Month,Credit Card,1999,3998,Yes
INF00523,Influencer,0,2,Month-to-Month,UPI,1999,3998,Yes
INF00524,Influencer,0,22,Annual,UPI,1799,39578,No
PR000481,Entrepreneur,1,2,Month-to-Month,UPI,1999,3998,Yes
STA00447,Startup,1,1,Half Yearly,Credit Card,1899,1899,No
INF00525,Influencer,1,1,Month-to-Month,UPI,1999,1999,No
INF00526,Influencer,0,10,Annual,UPI,1799,17990,No
INF00527,Influencer,0,3,Month-to-Month,Credit Card,1999,5997,Yes
INF00528,Influencer,1,8,Half Yearly,Credit Card,1899,15192,Yes
STA00448,Startup,1,3,Month-to-Month,Debit Card,1999,5997,No
PR000482,Entrepreneur,1,5,Month-to-Month,UPI,1999,9995,No
STA00449,Startup,0,7,Half Yearly,Debit Card,1899,13293,No
STA00450,Startup,0,3,Half Yearly,UPI,1899,5697,No
PR000483,Entrepreneur,0,18,Annual,Credit Card,1799,32382,No
PR000484,Entrepreneur,0,21,Annual,Credit Card,1799,37779,No
PR000485,Entrepreneur,1,10,Annual,Debit Card,1799,17990,No
PR000486,Entrepreneur,0,2,Month-to-Month,Credit Card,1999,3998,Yes
INF00529,Influencer,0,3,Annual,Debit Card,1799,5397,Yes
STA00451,Startup,0,5,Month-to-Month,Debit Card,1999,9995,No
STA00452,Startup,1,7,Month-to-Month,Debit Card,1999,13993,No
PR000487,Entrepreneur,0,22,Annual,UPI,1799,39578,No
INF00530,Influencer,0,8,Month-to-Month,Debit Card,1999,15992,Yes
STA00453,Startup,0,13,Month-to-Month,UPI,1999,25987,No
PR000488,Entrepreneur,0,1,Half Yearly,Debit Card,1899,1899,Yes
PR000489,Entrepreneur,1,1,Annual,Debit Card,1799,1799,Yes
PR000490,Entrepreneur,0,10,Annual,Debit Card,1799,17990,No
INF00531,Influencer,1,2,Month-to-Month,UPI,1999,3998,Yes
PR000491,Entrepreneur,1,6,Annual,Credit Card,1799,10794,No
PR000492,Entrepreneur,1,3,Month-to-Month,Debit Card,1999,5997,Yes
STA00454,Startup,1,4,Half Yearly,Credit Card,1899,7596,No
STA00455,Startup,1,11,Annual,UPI,1799,19789,No
STA00456,Startup,0,4,Half Yearly,UPI,1899,7596,No
PR000493,Entrepreneur,0,4,Half Yearly,Credit Card,1899,7596,No
PR000494,Entrepreneur,1,4,Half Yearly,Credit Card,1899,7596,No
STA00457,Startup,1,3,Annual,UPI,1799,5397,No
PR000495,Entrepreneur,0,10,Annual,UPI,1799,17990,No
STA00458,Startup,0,21,Annual,Debit Card,1799,37779,No
INF00532,Influencer,0,4,Month-to-Month,UPI,1999,7996,No
INF00533,Influencer,1,7,Half Yearly,Debit Card,1899,13293,Yes
PR000496,Entrepreneur,0,1,Half Yearly,Debit Card,1899,1899,Yes
INF00534,Influencer,1,6,Annual,Credit Card,1799,10794,Yes
STA00459,Startup,1,12,Month-to-Month,Debit Card,1999,23988,No
STA00460,Startup,0,1,Half Yearly,Debit Card,1899,1899,No
PR000497,Entrepreneur,1,8,Month-to-Month,Debit Card,1999,15992,No
PR000498,Entrepreneur,1,4,Annual,Credit Card,1799,7196,No
PR000499,Entrepreneur,0,6,Annual,Debit Card,1799,10794,No
INF00535,Influencer,0,2,Month-to-Month,UPI,1999,3998,Yes
STA00461,Startup,1,8,Annual,Credit Card,1799,14392,No
INF00536,Influencer,0,8,Month-to-Month,Debit Card,1999,15992,Yes
PR000500,Entrepreneur,0,3,Half Yearly,UPI,1899,5697,No
PR000501,Entrepreneur,1,11,Half Yearly,Debit Card,1899,20889,Yes
STA00462,Startup,0,11,Annual,Debit Card,1799,19789,No
INF00537,Influencer,1,3,Half Yearly,Debit Card,1899,5697,Yes
STA00463,Startup,1,3,Annual,Debit Card,1799,5397,No
INF00538,Influencer,0,6,Half Yearly,UPI,1899,11394,Yes
PR000502,Entrepreneur,0,19,Half Yearly,Debit Card,1899,36081,No
STA00464,Startup,1,2,Annual,Credit Card,1799,3598,No
INF00539,Influencer,0,7,Month-to-Month,Debit Card,1999,13993,Yes
STA00465,Startup,0,3,Month-to-Month,Credit Card,1999,5997,No
PR000503,Entrepreneur,1,11,Annual,Credit Card,1799,19789,No
STA00466,Startup,0,2,Annual,UPI,1799,3598,No
STA00467,Startup,1,2,Month-to-Month,UPI,1999,3998,No
PR000504,Entrepreneur,1,5,Half Yearly,UPI,1899,9495,No
STA00468,Startup,0,4,Half Yearly,Credit Card,1899,7596,No
STA00469,Startup,1,1,Month-to-Month,UPI,1999,1999,No
PR000505,Entrepreneur,1,1,Half Yearly,UPI,1899,1899,Yes
STA00470,Startup,0,1,Annual,Debit Card,1799,1799,No
STA00471,Startup,1,11,Half Yearly,Debit Card,1899,20889,No
PR000506,Entrepreneur,0,12,Half Yearly,UPI,1899,22788,Yes
INF00540,Influencer,1,5,Half Yearly,Credit Card,1899,9495,Yes
INF00541,Influencer,1,3,Annual,UPI,1799,5397,Yes
PR000507,Entrepreneur,0,1,Half Yearly,Debit Card,1899,1899,Yes
STA00472,Startup,1,5,Annual,Debit Card,1799,8995,No
PR000508,Entrepreneur,1,5,Half Yearly,UPI,1899,9495,No
INF00542,Influencer,1,3,Month-to-Month,UPI,1999,5997,Yes
INF00543,Influencer,0,7,Month-to-Month,Credit Card,1999,13993,Yes
INF00544,Influencer,1,7,Half Yearly,Debit Card,1899,13293,Yes
INF00545,Influencer,0,3,Month-to-Month,Debit Card,1999,5997,Yes
STA00473,Startup,1,2,Month-to-Month,Credit Card,1999,3998,No
INF00546,Influencer,1,2,Annual,UPI,1799,3598,Yes
PR000509,Entrepreneur,1,1,Annual,Debit Card,1799,1799,Yes
INF00547,Influencer,1,5,Half Yearly,Credit Card,1899,9495,Yes
INF00548,Influencer,1,3,Month-to-Month,UPI,1999,5997,Yes
STA00474,Startup,0,9,Half Yearly,Debit Card,1899,17091,No
PR000510,Entrepreneur,0,9,Month-to-Month,Credit Card,1999,17991,No
STA00475,Startup,0,1,Annual,Credit Card,1799,1799,No
PR000511,Entrepreneur,0,19,Annual,Credit Card,1799,34181,No
PR000512,Entrepreneur,0,11,Month-to-Month,Debit Card,1999,21989,Yes
INF00549,Influencer,0,4,Month-to-Month,Debit Card,1999,7996,Yes
PR000513,Entrepreneur,0,1,Annual,Debit Card,1799,1799,Yes
INF00550,Influencer,0,5,Annual,UPI,1799,8995,Yes
INF00551,Influencer,0,4,Half Yearly,Credit Card,1899,7596,Yes
PR000514,Entrepreneur,1,3,Annual,Credit Card,1799,5397,No
PR000515,Entrepreneur,1,1,Annual,Credit Card,1799,1799,Yes
INF00552,Influencer,1,5,Half Yearly,UPI,1899,9495,Yes
INF00553,Influencer,1,12,Annual,Debit Card,1799,21588,No
PR000516,Entrepreneur,0,5,Half Yearly,UPI,1899,9495,No
INF00554,Influencer,1,3,Month-to-Month,Debit Card,1999,5997,Yes
STA00476,Startup,1,5,Month-to-Month,Credit Card,1999,9995,No
PR000517,Entrepreneur,0,1,Month-to-Month,Credit Card,1999,1999,Yes
STA00477,Startup,1,3,Annual,Debit Card,1799,5397,No
INF00555,Influencer,1,9,Half Yearly,Credit Card,1899,17091,Yes
PR000518,Entrepreneur,0,7,Month-to-Month,Credit Card,1999,13993,No
PR000519,Entrepreneur,0,3,Half Yearly,Debit Card,1899,5697,Yes
STA00478,Startup,0,6,Month-to-Month,Credit Card,1999,11994,No
INF00556,Influencer,1,2,Month-to-Month,Debit Card,1999,3998,Yes
PR000520,Entrepreneur,0,4,Month-to-Month,Credit Card,1999,7996,No
PR000521,Entrepreneur,0,1,Annual,Credit Card,1799,1799,Yes
INF00557,Influencer,0,10,Half Yearly,Credit Card,1899,18990,No
PR000522,Entrepreneur,1,19,Month-to-Month,UPI,1999,37981,Yes
STA00479,Startup,1,9,Annual,UPI,1799,16191,No
INF00558,Influencer,0,17,Month-to-Month,UPI,1999,33983,Yes
PR000523,Entrepreneur,1,7,Annual,Debit Card,1799,12593,No
STA00480,Startup,0,1,Month-to-Month,Debit Card,1999,1999,No
INF00559,Influencer,1,10,Month-to-Month,Credit Card,1999,19990,Yes
INF00560,Influencer,0,24,Annual,Credit Card,1799,43176,No
INF00561,Influencer,0,13,Month-to-Month,Debit Card,1999,25987,Yes
STA00481,Startup,0,9,Month-to-Month,Credit Card,1999,17991,No
STA00482,Startup,0,6,Month-to-Month,Credit Card,1999,11994,No
PR000524,Entrepreneur,1,3,Annual,Credit Card,1799,5397,No
INF00562,Influencer,1,7,Half Yearly,Credit Card,1899,13293,Yes
PR000525,Entrepreneur,0,1,Half Yearly,Credit Card,1899,1899,Yes
STA00483,Startup,0,12,Half Yearly,Credit Card,1899,22788,No
INF00563,Influencer,1,10,Annual,Credit Card,1799,17990,No
INF00564,Influencer,0,7,Month-to-Month,UPI,1999,13993,Yes
PR000526,Entrepreneur,1,5,Annual,UPI,1799,8995,No
PR000527,Entrepreneur,1,22,Half Yearly,Credit Card,1899,41778,No
STA00484,Startup,0,4,Month-to-Month,Credit Card,1999,7996,No
PR000528,Entrepreneur,0,6,Half Yearly,Credit Card,1899,11394,No
PR000529,Entrepreneur,1,2,Annual,Debit Card,1799,3598,Yes
INF00565,Influencer,1,9,Annual,Debit Card,1799,16191,Yes
PR000530,Entrepreneur,0,3,Half Yearly,UPI,1899,5697,No
PR000531,Entrepreneur,0,9,Half Yearly,Credit Card,1899,17091,No
STA00485,Startup,0,2,Half Yearly,Credit Card,1899,3798,No
STA00486,Startup,0,3,Month-to-Month,Debit Card,1999,5997,No
STA00487,Startup,0,6,Month-to-Month,UPI,1999,11994,No
PR000532,Entrepreneur,0,22,Annual,Credit Card,1799,39578,No
STA00488,Startup,0,8,Half Yearly,Credit Card,1899,15192,No
PR000533,Entrepreneur,1,2,Month-to-Month,Debit Card,1999,3998,Yes
PR000534,Entrepreneur,1,1,Half Yearly,Debit Card,1899,1899,Yes
PR000535,Entrepreneur,1,5,Month-to-Month,Credit Card,1999,9995,No
PR000536,Entrepreneur,0,2,Month-to-Month,Debit Card,1999,3998,Yes
PR000537,Entrepreneur,0,1,Month-to-Month,Credit Card,1999,1999,Yes
STA00489,Startup,0,7,Half Yearly,UPI,1899,13293,No
INF00566,Influencer,1,3,Half Yearly,Debit Card,1899,5697,Yes
PR000538,Entrepreneur,0,24,Annual,UPI,1799,43176,No
PR000539,Entrepreneur,1,4,Half Yearly,Debit Card,1899,7596,No
PR000540,Entrepreneur,1,1,Half Yearly,Credit Card,1899,1899,Yes
INF00567,Influencer,0,4,Month-to-Month,UPI,1999,7996,Yes
STA00490,Startup,0,2,Half Yearly,Credit Card,1899,3798,No
STA00491,Startup,1,2,Annual,Credit Card,1799,3598,No
INF00568,Influencer,1,3,Month-to-Month,Debit Card,1999,5997,Yes
INF00569,Influencer,1,8,Half Yearly,Debit Card,1899,15192,Yes
PR000541,Entrepreneur,1,2,Month-to-Month,UPI,1999,3998,Yes
INF00570,Influencer,1,3,Annual,Debit Card,1799,5397,Yes
INF00571,Influencer,1,14,Half Yearly,Credit Card,1899,26586,No
INF00572,Influencer,1,4,Annual,Debit Card,1799,7196,Yes
INF00573,Influencer,1,8,Half Yearly,UPI,1899,15192,Yes
STA00492,Startup,0,3,Annual,Debit Card,1799,5397,No
PR000542,Entrepreneur,1,5,Month-to-Month,Debit Card,1999,9995,No
INF00574,Influencer,1,16,Half Yearly,Credit Card,1899,30384,Yes
STA00493,Startup,0,5,Half Yearly,Debit Card,1899,9495,No
INF00575,Influencer,0,8,Annual,Credit Card,1799,14392,Yes
STA00494,Startup,0,3,Half Yearly,UPI,1899,5697,No
STA00495,Startup,1,3,Half Yearly,Debit Card,1899,5697,No
INF00576,Influencer,1,3,Month-to-Month,Credit Card,1999,5997,Yes
INF00577,Influencer,0,12,Annual,UPI,1799,21588,No
PR000543,Entrepreneur,1,3,Annual,Debit Card,1799,5397,No
STA00496,Startup,0,15,Half Yearly,Credit Card,1899,28485,No
PR000544,Entrepreneur,0,4,Annual,UPI,1799,7196,No
PR000545,Entrepreneur,0,3,Month-to-Month,Debit Card,1999,5997,No
STA00497,Startup,0,1,Month-to-Month,UPI,1999,1999,No
INF00578,Influencer,1,12,Half Yearly,Credit Card,1899,22788,Yes
STA00498,Startup,1,11,Annual,Credit Card,1799,19789,No
STA00499,Startup,0,3,Annual,Debit Card,1799,5397,No
PR000546,Entrepreneur,0,5,Half Yearly,Credit Card,1899,9495,No
INF00579,Influencer,0,4,Month-to-Month,Credit Card,1999,7996,Yes
STA00500,Startup,0,6,Half Yearly,UPI,1899,11394,No
PR000547,Entrepreneur,1,1,Half Yearly,UPI,1899,1899,Yes
STA00501,Startup,1,3,Annual,Credit Card,1799,5397,No
STA00502,Startup,0,2,Annual,Debit Card,1799,3598,No
PR000548,Entrepreneur,0,10,Half Yearly,Credit Card,1899,18990,No
PR000549,Entrepreneur,0,12,Annual,Debit Card,1799,21588,No
STA00503,Startup,0,2,Half Yearly,UPI,1899,3798,No
STA00504,Startup,0,18,Half Yearly,Debit Card,1899,34182,No
STA00505,Startup,0,5,Half Yearly,Credit Card,1899,9495,No
INF00580,Influencer,0,1,Month-to-Month,Debit Card,1999,1999,Yes
PR000550,Entrepreneur,1,11,Half Yearly,Debit Card,1899,20889,Yes
INF00581,Influencer,1,5,Half Yearly,Debit Card,1899,9495,Yes
STA00506,Startup,1,7,Annual,Debit Card,1799,12593,No
PR000551,Entrepreneur,1,6,Annual,UPI,1799,10794,No
PR000552,Entrepreneur,1,11,Half Yearly,Credit Card,1899,20889,No
STA00507,Startup,0,6,Annual,Debit Card,1799,10794,No
INF00582,Influencer,0,6,Annual,UPI,1799,10794,Yes
INF00583,Influencer,0,6,Month-to-Month,UPI,1999,11994,Yes
INF00584,Influencer,1,4,Month-to-Month,UPI,1999,7996,Yes
INF00585,Influencer,0,4,Month-to-Month,Credit Card,1999,7996,Yes
INF00586,Influencer,0,3,Month-to-Month,Credit Card,1999,5997,Yes
INF00587,Influencer,1,3,Annual,UPI,1799,5397,Yes
STA00508,Startup,1,10,Annual,UPI,1799,17990,No
INF00588,Influencer,1,6,Month-to-Month,Credit Card,1999,11994,Yes
PR000553,Entrepreneur,1,8,Annual,Credit Card,1799,14392,Yes
INF00589,Influencer,1,4,Month-to-Month,Debit Card,1999,7996,Yes
INF00590,Influencer,0,7,Annual,UPI,1799,12593,Yes
STA00509,Startup,0,7,Month-to-Month,UPI,1999,13993,No
INF00591,Influencer,0,9,Month-to-Month,Debit Card,1999,17991,Yes
STA00510,Startup,1,4,Half Yearly,Debit Card,1899,7596,No
STA00511,Startup,1,5,Annual,Debit Card,1799,8995,No
PR000554,Entrepreneur,1,7,Annual,UPI,1799,12593,No
INF00592,Influencer,0,14,Half Yearly,Credit Card,1899,26586,No
STA00512,Startup,1,4,Month-to-Month,UPI,1999,7996,No
STA00513,Startup,1,1,Half Yearly,Debit Card,1899,1899,Yes
STA00514,Startup,1,11,Half Yearly,UPI,1899,20889,No
INF00593,Influencer,0,9,Month-to-Month,UPI,1999,17991,Yes
INF00594,Influencer,1,5,Annual,UPI,1799,8995,Yes
INF00595,Influencer,0,7,Month-to-Month,Credit Card,1999,13993,Yes
INF00596,Influencer,1,16,Annual,Credit Card,1799,28784,No
PR000555,Entrepreneur,0,14,Annual,Credit Card,1799,25186,No
PR000556,Entrepreneur,1,3,Month-to-Month,UPI,1999,5997,Yes
STA00515,Startup,0,12,Half Yearly,Credit Card,1899,22788,No
INF00597,Influencer,0,5,Annual,Debit Card,1799,8995,Yes
INF00598,Influencer,1,3,Annual,Credit Card,1799,5397,Yes
INF00599,Influencer,1,4,Annual,Credit Card,1799,7196,Yes
STA00516,Startup,1,3,Month-to-Month,Debit Card,1999,5997,No
INF00600,Influencer,1,4,Month-to-Month,UPI,1999,7996,Yes
PR000557,Entrepreneur,1,10,Annual,Debit Card,1799,17990,Yes
PR000558,Entrepreneur,0,1,Month-to-Month,Debit Card,1999,1999,Yes
INF00601,Influencer,0,8,Month-to-Month,UPI,1999,15992,Yes
STA00517,Startup,0,1,Annual,Credit Card,1799,1799,No
PR000559,Entrepreneur,0,5,Half Yearly,UPI,1899,9495,No
STA00518,Startup,0,8,Annual,Debit Card,1799,14392,No
STA00519,Startup,0,17,Month-to-Month,Debit Card,1999,33983,No
INF00602,Influencer,0,5,Month-to-Month,UPI,1999,9995,Yes
PR000560,Entrepreneur,0,14,Annual,UPI,1799,25186,No
STA00520,Startup,0,1,Annual,Debit Card,1799,1799,No
INF00603,Influencer,1,2,Month-to-Month,UPI,1999,3998,Yes
PR000561,Entrepreneur,1,11,Annual,UPI,1799,19789,No
PR000562,Entrepreneur,1,3,Month-to-Month,UPI,1999,5997,No
STA00521,Startup,0,4,Month-to-Month,UPI,1999,7996,Yes
INF00604,Influencer,1,10,Half Yearly,Debit Card,1899,18990,No
STA00522,Startup,0,2,Annual,UPI,1799,3598,No
PR000563,Entrepreneur,1,1,Annual,Debit Card,1799,1799,Yes
PR000564,Entrepreneur,1,17,Month-to-Month,Debit Card,1999,33983,No
STA00523,Startup,0,5,Annual,Credit Card,1799,8995,No
PR000565,Entrepreneur,1,10,Month-to-Month,Credit Card,1999,19990,Yes
PR000566,Entrepreneur,0,7,Month-to-Month,Debit Card,1999,13993,No
INF00605,Influencer,1,2,Half Yearly,Credit Card,1899,3798,Yes
PR000567,Entrepreneur,1,11,Half Yearly,UPI,1899,20889,No
PR000568,Entrepreneur,1,5,Month-to-Month,UPI,1999,9995,No
PR000569,Entrepreneur,0,14,Annual,Credit Card,1799,25186,No
STA00524,Startup,0,2,Half Yearly,UPI,1899,3798,No
INF00606,Influencer,0,5,Half Yearly,Credit Card,1899,9495,Yes
STA00525,Startup,1,12,Annual,UPI,1799,21588,No
PR000570,Entrepreneur,1,5,Half Yearly,Debit Card,1899,9495,No
STA00526,Startup,1,10,Month-to-Month,UPI,1999,19990,No
PR000571,Entrepreneur,0,3,Half Yearly,UPI,1899,5697,No
INF00607,Influencer,0,6,Half Yearly,UPI,1899,11394,Yes
INF00608,Influencer,1,3,Month-to-Month,Debit Card,1999,5997,Yes
INF00609,Influencer,0,3,Half Yearly,Credit Card,1899,5697,Yes
STA00527,Startup,1,1,Annual,UPI,1799,1799,No
STA00528,Startup,0,5,Half Yearly,Debit Card,1899,9495,No
STA00529,Startup,0,6,Annual,Debit Card,1799,10794,No
INF00610,Influencer,0,1,Month-to-Month,Credit Card,1999,1999,Yes
INF00611,Influencer,1,10,Annual,Debit Card,1799,17990,No
PR000572,Entrepreneur,1,8,Annual,UPI,1799,14392,No
INF00612,Influencer,1,8,Month-to-Month,Credit Card,1999,15992,Yes
INF00613,Influencer,1,22,Annual,Credit Card,1799,39578,No
INF00614,Influencer,1,9,Month-to-Month,Credit Card,1999,17991,Yes
STA00530,Startup,0,1,Half Yearly,Debit Card,1899,1899,No
INF00615,Influencer,0,5,Month-to-Month,Credit Card,1999,9995,No
STA00531,Startup,0,7,Half Yearly,UPI,1899,13293,No
STA00532,Startup,0,21,Annual,Debit Card,1799,37779,No
INF00616,Influencer,1,4,Month-to-Month,Debit Card,1999,7996,Yes
PR000573,Entrepreneur,0,2,Month-to-Month,Credit Card,1999,3998,Yes
STA00533,Startup,0,2,Half Yearly,Credit Card,1899,3798,No
PR000574,Entrepreneur,0,2,Annual,Debit Card,1799,3598,Yes
STA00534,Startup,1,1,Month-to-Month,UPI,1999,1999,No
PR000575,Entrepreneur,1,6,Month-to-Month,UPI,1999,11994,No
STA00535,Startup,0,1,Month-to-Month,Debit Card,1999,1999,No
PR000576,Entrepreneur,0,13,Annual,UPI,1799,23387,No
STA00536,Startup,0,12,Month-to-Month,Credit Card,1999,23988,No
STA00537,Startup,0,17,Annual,Debit Card,1799,30583,No
INF00617,Influencer,1,9,Half Yearly,Credit Card,1899,17091,Yes
INF00618,Influencer,0,5,Month-to-Month,UPI,1999,9995,Yes
INF00619,Influencer,0,7,Annual,Credit Card,1799,12593,Yes
INF00620,Influencer,1,2,Half Yearly,UPI,1899,3798,No
PR000577,Entrepreneur,1,2,Half Yearly,UPI,1899,3798,Yes
STA00538,Startup,0,3,Month-to-Month,Credit Card,1999,5997,Yes
INF00621,Influencer,0,3,Month-to-Month,UPI,1999,5997,Yes
INF00622,Influencer,1,8,Half Yearly,Debit Card,1899,15192,Yes
STA00539,Startup,1,12,Month-to-Month,Debit Card,1999,23988,No
INF00623,Influencer,0,4,Month-to-Month,Debit Card,1999,7996,Yes
STA00540,Startup,0,17,Annual,Debit Card,1799,30583,No
PR000578,Entrepreneur,0,6,Month-to-Month,Credit Card,1999,11994,Yes
INF00624,Influencer,1,3,Month-to-Month,Debit Card,1999,5997,Yes
PR000579,Entrepreneur,0,4,Half Yearly,Debit Card,1899,7596,No
PR000580,Entrepreneur,1,10,Month-to-Month,Debit Card,1999,19990,Yes
INF00625,Influencer,1,14,Half Yearly,Debit Card,1899,26586,No
STA00541,Startup,1,2,Month-to-Month,UPI,1999,3998,No
STA00542,Startup,0,3,Annual,Credit Card,1799,5397,No
INF00626,Influencer,1,22,Annual,Debit Card,1799,39578,No
INF00627,Influencer,0,4,Month-to-Month,UPI,1999,7996,Yes
STA00543,Startup,0,12,Half Yearly,Debit Card,1899,22788,No
STA00544,Startup,0,1,Month-to-Month,Credit Card,1999,1999,No
STA00545,Startup,1,2,Month-to-Month,Debit Card,1999,3998,No
PR000581,Entrepreneur,0,5,Half Yearly,Debit Card,1899,9495,No
STA00546,Startup,1,5,Month-to-Month,Debit Card,1999,9995,No
INF00628,Influencer,0,17,Half Yearly,Debit Card,1899,32283,No
PR000582,Entrepreneur,1,2,Half Yearly,Debit Card,1899,3798,Yes
INF00629,Influencer,0,11,Annual,UPI,1799,19789,Yes
PR000583,Entrepreneur,1,1,Month-to-Month,UPI,1999,1999,Yes
INF00630,Influencer,0,13,Annual,UPI,1799,23387,No
STA00547,Startup,0,11,Annual,Credit Card,1799,19789,No
INF00631,Influencer,0,1,Month-to-Month,Debit Card,1999,1999,Yes
INF00632,Influencer,1,1,Month-to-Month,Credit Card,1999,1999,Yes
INF00633,Influencer,0,9,Month-to-Month,UPI,1999,17991,Yes
INF00634,Influencer,0,3,Month-to-Month,Credit Card,1999,5997,Yes
PR000584,Entrepreneur,0,7,Month-to-Month,Debit Card,1999,13993,No
PR000585,Entrepreneur,0,9,Half Yearly,Debit Card,1899,17091,No
INF00635,Influencer,0,1,Month-to-Month,UPI,1999,1999,Yes
STA00548,Startup,1,4,Half Yearly,UPI,1899,7596,Yes
PR000586,Entrepreneur,1,1,Half Yearly,UPI,1899,1899,Yes
PR000587,Entrepreneur,1,8,Month-to-Month,UPI,1999,15992,No
STA00549,Startup,0,9,Month-to-Month,Credit Card,1999,17991,No
STA00550,Startup,1,1,Month-to-Month,Credit Card,1999,1999,No
PR000588,Entrepreneur,1,5,Half Yearly,Debit Card,1899,9495,No
PR000589,Entrepreneur,0,12,Annual,Credit Card,1799,21588,No
STA00551,Startup,1,22,Month-to-Month,UPI,1999,43978,No
PR000590,Entrepreneur,1,23,Annual,UPI,1799,41377,No
INF00636,Influencer,1,4,Month-to-Month,UPI,1999,7996,Yes
INF00637,Influencer,0,8,Annual,UPI,1799,14392,Yes
INF00638,Influencer,0,4,Month-to-Month,Debit Card,1999,7996,Yes
INF00639,Influencer,1,4,Month-to-Month,Credit Card,1999,7996,Yes
INF00640,Influencer,1,3,Annual,Credit Card,1799,5397,Yes
STA00552,Startup,1,11,Month-to-Month,Debit Card,1999,21989,No
PR000591,Entrepreneur,1,22,Half Yearly,Debit Card,1899,41778,No
PR000592,Entrepreneur,0,3,Month-to-Month,Credit Card,1999,5997,No
STA00553,Startup,0,3,Half Yearly,UPI,1899,5697,No
INF00641,Influencer,1,8,Annual,UPI,1799,14392,Yes
STA00554,Startup,0,3,Month-to-Month,UPI,1999,5997,No
INF00642,Influencer,1,4,Month-to-Month,Debit Card,1999,7996,Yes
INF00643,Influencer,1,4,Half Yearly,Credit Card,1899,7596,Yes
